KEGGID,super_class,class,sub_class,family
C19503,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons
C02445,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes
C13827,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C11249,Hydrocarbons,Saturated hydrocarbons,Cycloalkanes,Cycloalkanes
C12518,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C01892,Organoheterocyclic compounds,Dithiolanes,Dithiolanecarboxylic acids,Dithiolanecarboxylic acids
C21895,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C10726,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C10680,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C13635,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C03663,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C10675,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C10331,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C02740,Organoheterocyclic compounds,Azoles,Thiazoles,Thiazoles
C14147,Organoheterocyclic compounds,Triazines,Aminotriazines,Aminotriazines
C19255,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C09927,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C09912,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C02161,Organoheterocyclic compounds,Benzoxazines,Phenoxazines,Phenoxazines
C08948,Organoheterocyclic compounds,Benzofurans,Dibenzofurans,Dibenzofurans
C10702,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14996,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05307,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Chlorins,Chlorins
C02880,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Metallotetrapyrroles,Metallotetrapyrroles
C16323,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14743,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14687,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C03219,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C08452,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons
C19355,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C07561,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C19160,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C18676,Organohalogen compounds,Halohydrins,Chlorohydrins,Chlorohydrins
C06105,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C00557,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14704,Organic nitrogen compounds,Organonitrogen compounds,Organic nitroso compounds,Organic nitroso compounds
C08373,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,Dialkyldisulfides
C19122,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C18447,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C02223,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C02271,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C14452,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholines
C20783,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes
C08391,Organosulfur compounds,Thiols,Alkylthiols,Alkylthiols
C02272,Organosulfur compounds,Thioethers,Dialkylthioethers,Dialkylthioethers
C10674,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C22279,Organosulfur compounds,Thioethers,Dialkylthioethers,Dialkylthioethers
C20362,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives
C11208,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C18667,Organophosphorus compounds,Organothiophosphorus compounds,"Phosphoramidothioic-acid-O,S-diesters","Phosphoramidothioic-acid-O,S-diesters"
C18492,Organoheterocyclic compounds,Benzotriazoles,Triazolobenzothiazoles,Triazolobenzothiazoles
C11285,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholines
C20348,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C16924,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,Isobenzofuranones
C17854,Organoheterocyclic compounds,Benzofurans,Benzofuranones,Benzofuranones
C08037,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts
C01913,Organic salts,Organic metal salts,Organic transition metal salts,Organic transition metal salts
C17601,Organoheterocyclic compounds,Dihydrofurans,Furanones,Furanones
C03107,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones
C02088,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14279,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14516,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives
C09001,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C11115,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06346,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,Benzylisoquinolines
C18438,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Sulfonylureas
C19331,Organometallic compounds,Organometalloid compounds,Organoarsenic compounds,Organoarsenic compounds
C02535,Organometallic compounds,Organometalloid compounds,Organoselenium compounds,Organoselenium compounds
C06559,Organoheterocyclic compounds,Triazines,Aminotriazines,Aminotriazines
C17567,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,Benzylisoquinolines
C08480,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C13143,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C15770,Organoheterocyclic compounds,Benzoxazines,Benzoxazinones,Benzoxazinones
C14499,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes
C07350,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C19509,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,N-alkylpyrrolidines
C07113,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C17671,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones,Naphthopyranones
C10062,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C06202,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C02018,Organoheterocyclic compounds,Diazines,Pyrazines,Pyrazines
C19377,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C08390,Organosulfur compounds,Thiols,Alkylthiols,Alkylthiols
C05669,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,Organic nitro compounds
C01692,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C11101,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C18368,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal chlorites,Non-metal chlorites
C09306,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal oxides,Other non-metal oxides
C18867,Organoheterocyclic compounds,Triazolopyrimidines,"1,2,4-triazolopyrimidine-2-sulfonamides","1,2,4-triazolopyrimidine-2-sulfonamides"
C11125,Organoheterocyclic compounds,Azoles,Triazoles,Triazoles
C11035,Organoheterocyclic compounds,Benzoxazines,Benzoxazinones,Benzoxazinones
C18442,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C04720,Organoheterocyclic compounds,Benzoxazines,Benzoxazinones,Benzoxazinones
C08464,Hydrocarbons,Unsaturated hydrocarbons,Enynes,Enynes
C19572,Mixed metal/non-metal compounds,Metalloid organides,Metalloid oxides,Metalloid oxides
C12486,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous metallic oxoanionic compounds,Miscellaneous metallic oxoanionic compounds
C00887,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal nitrides,Other non-metal nitrides
C19033,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal sulfides,Other non-metal sulfides
C05720,Organoheterocyclic compounds,Benzofurans,Benzofuranones,Benzofuranones
C18487,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Quinolones and derivatives
C15769,Organoheterocyclic compounds,Benzoxazines,Benzoxazinones,Benzoxazinones
C02381,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,2-benzopyrans
C17673,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones,Naphthopyranones
C05306,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Chlorins,Chlorins
C22643,Organoheterocyclic compounds,Thiiranes,Epithionitriles,Epithionitriles
C11110,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines
C08389,Organosulfur compounds,Thiocarbonyl compounds,Thioaldehydes,Thioaldehydes
C18486,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C20717,Organoheterocyclic compounds,Dihydrofurans,Furanones,Furanones
C08743,Organoheterocyclic compounds,Benzofurans,Dibenzofurans,Dibenzofurans
C08761,Organoheterocyclic compounds,Benzofurans,Dibenzofurans,Dibenzofurans
C18543,Organoheterocyclic compounds,Azoles,Triazoles,Triazoles
C16450,Hydrocarbons,Unsaturated hydrocarbons,Olefins,Olefins
C07490,Organohalogen compounds,Halohydrins,Chlorohydrins,Chlorohydrins
C01471,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06551,Organoheterocyclic compounds,Triazines,"1,3,5-triazines","1,3,5-triazines"
C00813,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C11199,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C06554,Organoheterocyclic compounds,Triazines,"1,3,5-triazines","1,3,5-triazines"
C21095,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones
C11792,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
C08737,Organoheterocyclic compounds,Triazines,"1,3,5-triazines","1,3,5-triazines"
C07451,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C06789,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides
C11028,Organoheterocyclic compounds,Benzoxazoles,Benzoxazolones,Benzoxazolones
C13334,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines
C11240,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C18872,Organometallic compounds,Organometalloid compounds,Organoselenium compounds,Organoselenium compounds
C18145,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides
C00080,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal hydrides,Other non-metal hydrides
C05590,Homogeneous non-metal compounds,Halogen organides,Halogen hydrides,Halogen hydrides
C19915,Organoheterocyclic compounds,Diazines,Pyrazines,Pyrazines
C06988,Organohalogen compounds,Alkyl halides,Cyclohexyl halides,Cyclohexyl halides
C01012,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones
C14692,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C02466,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates,Non-metal phosphates
C16700,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05636,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05637,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Quinolones and derivatives
C01326,Organic nitrogen compounds,Organonitrogen compounds,Organic cyanides,Organic cyanides
C04712,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C16836,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Piperidinecarboxylic acids and derivatives
C14865,Organoheterocyclic compounds,Dihydrofurans,Furanones,Furanones
C18304,Organoheterocyclic compounds,Dihydrofurans,Furanones,Furanones
C16837,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Piperidinecarboxylic acids and derivatives
C16630,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C16618,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C19604,Organoheterocyclic compounds,Benzoxepines,Dibenzoxepines,Dibenzoxepines
C05830,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C16551,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C07645,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C14842,Organohalogen compounds,Halohydrins,Bromohydrins,Bromohydrins
C07646,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C06899,Organohalogen compounds,Halohydrins,Chlorohydrins,Chlorohydrins
C14859,Organohalogen compounds,Acyl halides,Acyl chlorides,Acyl chlorides
C06612,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides
C16348,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C04431,Organoheterocyclic compounds,Dihydrofurans,Furanones,Furanones
C05703,Organometallic compounds,Organometalloid compounds,Organoselenium compounds,Organoselenium compounds
C16622,Organic nitrogen compounds,Organonitrogen compounds,Hydrazines and derivatives,Hydrazines and derivatives
C06611,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides
C06613,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14916,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C07486,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C16606,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C10966,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C16602,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C07496,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C16542,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C16603,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C16605,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C07493,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C07644,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C16552,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C07647,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C16554,Organoheterocyclic compounds,Oxazaphosphinanes,Isofamides,Isofamides
C11738,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C14708,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C11344,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C14707,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C01192,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14860,Organohalogen compounds,Halohydrins,Chlorohydrins,Chlorohydrins
C18445,Organohalogen compounds,Alkyl halides,Halomethanes,Halomethanes
C13240,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C19602,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C19564,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C19563,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C14846,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C19565,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C19566,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C19567,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C20306,Organic nitrogen compounds,Organonitrogen compounds,Alkyldiazohydroxides,Alkyldiazohydroxides
C05697,Mixed metal/non-metal compounds,Other mixed metal/non-metal oxoanionic compounds,Non-metal selenates,Non-metal selenates
